purchaseOrderId,clintId,addressShipperId,datePurchaseOrder,subtotal,iva,amountTotal,statusOrder,paymentMethod,shipperId,carrier,trackingNumber,amountShipper,statusId,noteShipper
fb3fcf0b-fdb5-4fac-a792-4c129a24108b,CL4856,ADDR440,2025-01-09 06:57:14,794.87,143.08,937.95,Processing,Bank Transfer,SHP630,DHL,TRK745571,86.30,5,Express delivery
0279c89a-44c1-4966-8d86-9551e158ab7d,CL4988,ADDR867,2024-11-05 06:57:14,799.91,143.98,943.89,Processing,PayPal,SHP274,DHL,TRK169926,82.31,4,Signature required
659d9a30-eae1-4113-8398-e7cefc21aba4,CL8363,ADDR368,2024-07-22 06:57:14,272.38,49.03,321.41,Delivered,Bank Transfer,SHP385,FedEx,TRK237452,38.52,1,Fragile
9e1690c3-028c-4351-8df0-228e3114940f,CL7616,ADDR970,2024-09-04 06:57:14,796.19,143.31,939.50,Pending,Bank Transfer,SHP497,UPS,TRK578128,69.32,4,Signature required
07128f6e-b9a5-4a34-b3a4-16321dd52395,CL3592,ADDR501,2025-02-08 06:57:14,881.03,158.59,1039.62,Cancelled,Cash,SHP597,UPS,TRK544373,88.08,1,Leave at front door
6cc4453a-4df3-4746-a594-49542d5ed317,CL1329,ADDR253,2025-04-01 06:57:14,859.90,154.78,1014.68,Processing,PayPal,SHP443,USPS,TRK982115,81.92,3,Leave at front door
2a884a2c-c3a6-429e-8b07-8674887cbee0,CL3211,ADDR363,2024-07-29 06:57:14,445.95,80.27,526.22,Delivered,Bank Transfer,SHP996,UPS,TRK520387,64.36,2,Signature required
1aece8a5-5025-4317-af7c-86a326da26b3,CL6243,ADDR460,2025-03-29 06:57:14,187.24,33.70,220.94,Pending,PayPal,SHP661,USPS,TRK474939,23.21,4,Fragile
7bbb5eb7-ab67-46b2-b565-66f1d622c980,CL3129,ADDR857,2025-04-09 06:57:14,149.76,26.96,176.72,Shipped,Credit Card,SHP142,USPS,TRK742777,42.55,3,Express delivery
9b994049-b25f-4356-9989-6cacfd8e3378,CL2855,ADDR232,2025-02-10 06:57:14,910.04,163.81,1073.85,Shipped,PayPal,SHP885,FedEx,TRK274744,67.27,5,Fragile
db5ce018-0deb-4e8c-ae8b-bbd3e8ed0329,CL7684,ADDR460,2025-03-26 06:57:14,893.10,160.76,1053.86,Shipped,Bank Transfer,SHP267,UPS,TRK753988,34.19,5,Fragile
e44b121b-b831-4c71-89d6-b8a4a93dada4,CL8843,ADDR738,2024-08-26 06:57:14,630.97,113.57,744.54,Processing,Credit Card,SHP938,DHL,TRK395325,47.11,5,Leave at front door
31824124-2c8f-40a9-918d-c86d2313131c,CL3138,ADDR257,2024-09-07 06:57:14,517.23,93.10,610.33,Shipped,PayPal,SHP382,UPS,TRK119544,91.58,3,Fragile
da2f85bb-970e-4dcf-a7b7-27081713e8ed,CL5070,ADDR884,2025-07-02 06:57:14,626.96,112.85,739.81,Pending,PayPal,SHP188,FedEx,TRK374168,88.41,4,Leave at front door
50b12357-fa89-4db0-83d2-2f72a3358915,CL2847,ADDR128,2024-10-27 06:57:14,562.09,101.18,663.27,Processing,Cash,SHP732,USPS,TRK261012,29.90,1,Signature required
ebc6c31c-0736-4637-b563-2de8b06a3692,CL3661,ADDR461,2024-09-30 06:57:14,144.79,26.06,170.85,Processing,Cash,SHP839,USPS,TRK617365,50.84,1,Leave at front door
740af699-29df-4e30-a79a-aee0fef8e71c,CL6134,ADDR805,2025-05-02 06:57:14,349.79,62.96,412.75,Pending,Credit Card,SHP196,DHL,TRK670532,43.75,3,Handle with care
55ad6885-bb97-475c-84cf-a51e4ff9ab01,CL4783,ADDR435,2024-07-31 06:57:14,293.75,52.88,346.63,Shipped,Cash,SHP560,DHL,TRK300462,30.48,3,Handle with care
82d65ca4-ed6f-42ea-9f21-d7ab446d303c,CL7298,ADDR376,2025-05-25 06:57:14,708.38,127.51,835.89,Delivered,PayPal,SHP884,USPS,TRK419302,10.71,5,Express delivery
3c719409-29ca-4596-97ec-1f2c8eb4c4b5,CL2269,ADDR768,2024-09-03 06:57:14,753.22,135.58,888.80,Processing,Bank Transfer,SHP606,DHL,TRK138301,54.48,1,Signature required
6a53b7bd-d7de-47c6-b8de-070760bd3c64,CL3714,ADDR557,2024-11-18 06:57:14,655.97,118.07,774.04,Cancelled,PayPal,SHP415,DHL,TRK328364,58.81,1,Express delivery
4d397477-bc56-4191-9db4-5e2faf88cbc2,CL7846,ADDR614,2024-08-11 06:57:14,377.79,68.00,445.79,Pending,Credit Card,SHP240,USPS,TRK307470,32.80,3,Express delivery
21d2bd2d-f11f-407d-80ca-c619aa4ff3cc,CL5488,ADDR313,2024-09-18 06:57:14,110.25,19.84,130.09,Pending,Bank Transfer,SHP295,FedEx,TRK806648,90.97,3,Fragile
85842e12-e1db-4542-bbb1-64f4e1e6832b,CL8205,ADDR487,2025-03-23 06:57:14,927.81,167.01,1094.82,Delivered,PayPal,SHP401,UPS,TRK825277,81.95,1,Handle with care
3e0736b0-b99c-44f4-8f86-93a24696508b,CL2639,ADDR204,2025-03-10 06:57:14,600.94,108.17,709.11,Delivered,Bank Transfer,SHP480,DHL,TRK760534,72.38,2,Signature required
d537313e-598f-4700-b741-c7d05ba3968a,CL4603,ADDR475,2025-03-24 06:57:14,179.01,32.22,211.23,Delivered,PayPal,SHP893,USPS,TRK907103,10.89,4,Leave at front door
dfca7ee1-5c16-4d7f-9805-d17602df111b,CL1768,ADDR516,2025-03-29 06:57:14,490.54,88.30,578.84,Delivered,Credit Card,SHP733,FedEx,TRK529042,10.09,4,Signature required
1accf968-2e18-40b2-ac1e-a3d0a33483b3,CL6308,ADDR821,2025-02-14 06:57:14,202.20,36.40,238.60,Pending,PayPal,SHP155,USPS,TRK122476,54.09,3,Signature required
a98b6ab7-04ba-45bd-9d7e-257b00da7777,CL5650,ADDR932,2024-12-16 06:57:14,499.32,89.88,589.20,Processing,PayPal,SHP276,USPS,TRK104528,14.48,3,Leave at front door
f4ce45f4-1870-422e-81d8-9000ecf6156b,CL7869,ADDR156,2024-08-16 06:57:14,888.69,159.96,1048.65,Processing,Cash,SHP835,UPS,TRK851068,45.98,5,Leave at front door
b6a740a8-8196-4132-a8a9-9fe53a9af7a3,CL3469,ADDR333,2024-09-19 06:57:14,474.62,85.43,560.05,Processing,Credit Card,SHP497,DHL,TRK326086,64.45,4,Handle with care
c54fc07f-ac5d-4d6b-bf69-33b9af81f68d,CL2685,ADDR813,2024-08-25 06:57:14,179.22,32.26,211.48,Delivered,Credit Card,SHP626,UPS,TRK268168,45.41,2,Handle with care
cbc7a464-29d7-4cc2-a978-c23c04adcefe,CL5857,ADDR624,2024-12-13 06:57:14,829.40,149.29,978.69,Shipped,PayPal,SHP250,UPS,TRK867765,21.79,2,Express delivery
61534f5e-8a7c-40c7-b2e6-8c4383544039,CL3241,ADDR750,2025-05-16 06:57:14,481.97,86.75,568.72,Processing,PayPal,SHP557,DHL,TRK502272,64.05,2,Handle with care
b76ac223-a237-4d4a-ba01-44f899960017,CL6767,ADDR207,2025-05-03 06:57:14,541.08,97.39,638.47,Delivered,Cash,SHP846,DHL,TRK983501,88.53,4,Handle with care
4d2d7a82-e4f3-492d-97df-190a7780e747,CL3135,ADDR422,2025-03-09 06:57:14,892.31,160.62,1052.93,Shipped,Credit Card,SHP813,FedEx,TRK562365,39.23,4,Leave at front door
bdeb9cdc-5554-4385-a658-d170ccb1866a,CL9489,ADDR819,2024-11-30 06:57:14,961.46,173.06,1134.52,Delivered,Credit Card,SHP278,USPS,TRK591466,61.49,2,Leave at front door
f5d63453-662f-48ea-a6ba-da22002af24f,CL4633,ADDR340,2024-10-05 06:57:14,891.74,160.51,1052.25,Processing,PayPal,SHP132,DHL,TRK547752,42.11,1,Express delivery
6c15c442-8883-4adb-b662-bc1868e42f3e,CL8195,ADDR359,2024-08-31 06:57:14,344.69,62.04,406.73,Delivered,PayPal,SHP134,UPS,TRK761431,30.69,3,Express delivery
1710dfd7-907b-4cb0-af2b-58269238f8ef,CL4657,ADDR665,2024-12-20 06:57:14,986.90,177.64,1164.54,Shipped,Bank Transfer,SHP286,UPS,TRK540517,67.07,4,Express delivery
e2eb7198-f10d-4367-bc9d-42fc417fb71a,CL6738,ADDR355,2025-04-11 06:57:14,564.31,101.58,665.89,Pending,PayPal,SHP954,UPS,TRK175686,72.46,3,Fragile
af39890a-7065-4d30-aa42-81a7f2a9466f,CL8265,ADDR987,2025-06-29 06:57:14,746.45,134.36,880.81,Shipped,Cash,SHP744,UPS,TRK893081,71.86,4,Fragile
0dc8f3aa-da1e-4401-a4b2-ab7ba6e758b6,CL5085,ADDR623,2025-07-01 06:57:14,198.64,35.76,234.40,Shipped,Cash,SHP887,USPS,TRK325115,69.02,4,Leave at front door
ff83e4c5-2253-472d-a351-bcd97ca635c1,CL4635,ADDR617,2025-05-22 06:57:14,630.51,113.49,744.00,Delivered,Credit Card,SHP929,USPS,TRK806234,97.57,3,Signature required
6687c260-4dc7-401c-8269-52566f5cb04e,CL8654,ADDR301,2025-03-07 06:57:14,964.42,173.60,1138.02,Processing,Cash,SHP786,FedEx,TRK763908,47.98,2,Express delivery
717690bf-9890-46a4-8785-a7a83b355ec8,CL5377,ADDR430,2025-01-09 06:57:14,791.25,142.42,933.67,Shipped,Cash,SHP667,FedEx,TRK300497,83.14,5,Handle with care
806ae567-3fc6-4ea8-a5cf-95c4948687b9,CL7697,ADDR914,2025-02-18 06:57:14,205.90,37.06,242.96,Cancelled,PayPal,SHP687,DHL,TRK583272,80.32,2,Fragile
d70a9bc9-b722-41e8-896d-4c8f60aeb1f6,CL1075,ADDR759,2024-12-09 06:57:14,857.54,154.36,1011.90,Processing,Bank Transfer,SHP283,USPS,TRK988772,18.59,2,Signature required
3d1557c9-1e40-41dd-bc2b-59a6c82ef031,CL1922,ADDR800,2024-11-01 06:57:14,173.17,31.17,204.34,Cancelled,Credit Card,SHP742,UPS,TRK355735,60.90,5,Fragile
29166e06-6a01-4121-9cc7-431e6d8e68cf,CL9215,ADDR523,2024-08-08 06:57:14,646.52,116.37,762.89,Processing,Bank Transfer,SHP839,USPS,TRK421808,72.42,1,Leave at front door
322c26e0-58ca-4fbb-8345-9f7768ff7783,CL2679,ADDR289,2025-04-28 06:57:14,954.68,171.84,1126.52,Shipped,PayPal,SHP443,FedEx,TRK590209,85.14,2,Leave at front door
78652f5a-3941-4dd0-936f-87adca833ce1,CL6066,ADDR242,2025-05-09 06:57:14,292.94,52.73,345.67,Delivered,Bank Transfer,SHP408,UPS,TRK471503,16.12,4,Fragile
f79d370a-d00f-4ca3-8b0a-5f2e7c8bedbc,CL9165,ADDR855,2024-10-15 06:57:14,849.73,152.95,1002.68,Cancelled,Credit Card,SHP612,UPS,TRK723854,26.07,4,Leave at front door
05a68066-9964-4ef1-a2c9-72afc0038b31,CL7474,ADDR669,2025-05-04 06:57:14,573.64,103.26,676.90,Processing,Credit Card,SHP549,DHL,TRK925585,73.00,1,Fragile
abe49cee-467d-452b-98f5-aea87885e3c8,CL6816,ADDR432,2024-09-13 06:57:14,196.25,35.32,231.57,Pending,Cash,SHP147,DHL,TRK962534,26.97,1,Leave at front door
feeee423-66c0-445f-9f1c-373643e45541,CL5007,ADDR600,2024-11-23 06:57:14,777.10,139.88,916.98,Processing,Cash,SHP809,DHL,TRK135754,41.33,1,Handle with care
f93c6ad3-b8f3-4001-a074-d7a81cb8ffd5,CL1026,ADDR215,2025-04-23 06:57:14,647.39,116.53,763.92,Delivered,Bank Transfer,SHP680,DHL,TRK179926,20.76,3,Express delivery
5c9bea5b-73fb-4921-871e-94f052236bf6,CL5345,ADDR157,2024-10-08 06:57:14,625.41,112.57,737.98,Pending,PayPal,SHP254,DHL,TRK656699,47.30,1,Leave at front door
110a3619-b060-4fb9-b8ad-fc0aa9cf5802,CL7129,ADDR928,2024-09-09 06:57:14,322.41,58.03,380.44,Pending,PayPal,SHP820,DHL,TRK589911,21.20,5,Signature required
935a94b9-d78b-4d84-bb6d-203a10436e51,CL6602,ADDR183,2025-02-03 06:57:14,652.46,117.44,769.90,Cancelled,PayPal,SHP922,DHL,TRK859071,39.57,3,Fragile
33237231-732b-4c18-8279-b9aea26f0a95,CL2447,ADDR467,2024-07-06 06:57:14,521.52,93.87,615.39,Delivered,Bank Transfer,SHP215,UPS,TRK496131,86.78,4,Fragile
0248401f-3f6e-43ca-a2c4-3212e394a8b1,CL3195,ADDR590,2025-01-01 06:57:14,862.66,155.28,1017.94,Pending,PayPal,SHP990,UPS,TRK918610,64.10,1,Fragile
664b457d-cbfd-47df-bded-f2d7fbb186a3,CL2669,ADDR210,2025-03-10 06:57:14,624.07,112.33,736.40,Delivered,Bank Transfer,SHP798,USPS,TRK142990,37.48,4,Express delivery
bf784288-4534-4495-8f29-51305de32bbb,CL3635,ADDR162,2025-02-03 06:57:14,954.18,171.75,1125.93,Pending,Cash,SHP264,USPS,TRK417635,84.73,4,Handle with care
83c0ca39-ff6a-4629-a28c-9d24b5564684,CL8818,ADDR158,2024-09-11 06:57:14,751.67,135.30,886.97,Processing,Cash,SHP217,UPS,TRK906691,51.42,3,Fragile
87c70029-6fa2-40ed-83f7-6d0fefc598fc,CL9680,ADDR958,2024-12-29 06:57:14,878.14,158.07,1036.21,Delivered,Cash,SHP710,DHL,TRK791391,22.12,4,Handle with care
423cd03d-6fb8-4dc2-b607-f411b59113c9,CL1338,ADDR305,2024-10-03 06:57:14,732.30,131.81,864.11,Shipped,Cash,SHP274,FedEx,TRK946772,33.00,2,Leave at front door
cb7b0eec-a164-4c42-a401-6a9001eb70b7,CL4490,ADDR870,2025-02-05 06:57:14,279.50,50.31,329.81,Cancelled,Cash,SHP557,UPS,TRK453837,89.38,1,Fragile
bb98acba-1635-4aed-b1f9-a99dde89b0e1,CL3610,ADDR854,2024-08-10 06:57:14,377.30,67.91,445.21,Processing,Credit Card,SHP886,UPS,TRK938079,63.32,3,Express delivery
9dede266-c67d-4f7e-b8fa-26e488ad8a5b,CL7766,ADDR808,2025-01-17 06:57:14,728.22,131.08,859.30,Delivered,Credit Card,SHP546,FedEx,TRK665726,39.48,3,Express delivery
3b7652cf-2cbc-4484-bb81-dd7de060f33f,CL4195,ADDR330,2025-01-05 06:57:14,558.10,100.46,658.56,Processing,Credit Card,SHP715,USPS,TRK340482,85.91,1,Fragile
423ae92d-664a-45f6-a65a-e3a1136bc452,CL5079,ADDR363,2025-04-18 06:57:14,117.49,21.15,138.64,Pending,PayPal,SHP318,UPS,TRK634648,75.04,3,Leave at front door
ee622952-e74d-42d5-86cb-cfa3f0c5bb69,CL4113,ADDR323,2025-06-02 06:57:14,516.44,92.96,609.40,Processing,Bank Transfer,SHP669,UPS,TRK416529,58.22,2,Handle with care
d1e67aaf-d11d-4d3b-aa6f-c76936584216,CL5960,ADDR634,2024-12-03 06:57:14,429.19,77.25,506.44,Shipped,PayPal,SHP469,DHL,TRK475656,19.96,2,Fragile
2b4aaee7-5a4c-408a-847a-ae41fe259c2d,CL5047,ADDR463,2024-11-19 06:57:14,237.37,42.73,280.10,Cancelled,Cash,SHP427,USPS,TRK695855,96.16,3,Leave at front door
5e587813-49f3-4e3b-a189-aa67785846ff,CL7945,ADDR962,2025-05-17 06:57:14,687.24,123.70,810.94,Shipped,Credit Card,SHP769,UPS,TRK801228,89.14,1,Leave at front door
c2ee2aee-7e65-4e68-be24-b16c44c60c35,CL2675,ADDR646,2024-10-04 06:57:14,319.81,57.57,377.38,Shipped,PayPal,SHP817,FedEx,TRK650606,41.92,1,Fragile
59a91981-7499-438d-bfd8-aee214edc67e,CL8102,ADDR139,2024-12-29 06:57:14,924.29,166.37,1090.66,Shipped,PayPal,SHP289,USPS,TRK605500,90.46,1,Fragile
1255b431-3001-414f-9ff6-2085439020f8,CL8613,ADDR996,2025-04-15 06:57:14,499.41,89.89,589.30,Pending,Cash,SHP206,USPS,TRK501498,17.39,2,Handle with care
3f02ae61-21c3-49e5-a5f5-842735872bd4,CL2946,ADDR342,2025-02-03 06:57:14,707.23,127.30,834.53,Shipped,Bank Transfer,SHP580,USPS,TRK685861,63.90,4,Express delivery
0167895d-facc-47d9-9ad9-117eaa2b3cd8,CL5074,ADDR944,2024-10-06 06:57:14,795.21,143.14,938.35,Shipped,Cash,SHP900,FedEx,TRK848925,19.33,2,Handle with care
912d98bb-e0f8-445a-a95e-642124be1bdd,CL8235,ADDR438,2024-10-03 06:57:14,233.63,42.05,275.68,Cancelled,PayPal,SHP572,USPS,TRK968416,50.53,1,Express delivery
4b1c3d27-74df-4e70-900b-2840f5eb7d52,CL4813,ADDR389,2025-04-01 06:57:14,323.70,58.27,381.97,Delivered,Cash,SHP733,FedEx,TRK422703,48.40,3,Express delivery
b5cb8fc7-afbf-4676-847e-74f7e4cfd5a6,CL3883,ADDR959,2025-02-02 06:57:14,131.52,23.67,155.19,Shipped,PayPal,SHP579,FedEx,TRK305240,65.07,3,Handle with care
46973e6a-4a91-4dbc-a5f3-93fe20dc70c9,CL1904,ADDR974,2025-06-23 06:57:14,644.11,115.94,760.05,Pending,Credit Card,SHP510,FedEx,TRK190954,54.35,4,Leave at front door
cd1ba6db-9f93-4929-ade4-10e7e1c9daf7,CL4160,ADDR549,2025-07-06 06:57:14,618.37,111.31,729.68,Pending,Credit Card,SHP905,USPS,TRK761196,62.69,1,Signature required
bd078f8e-40a0-4c1e-bf66-dbb16b5027d9,CL1198,ADDR405,2025-03-15 06:57:14,745.77,134.24,880.01,Cancelled,PayPal,SHP144,DHL,TRK142965,16.91,4,Signature required
f1a7ce06-dc80-40ca-b0b1-c6de2479f96f,CL1727,ADDR368,2024-08-14 06:57:14,247.71,44.59,292.30,Pending,Cash,SHP424,UPS,TRK447204,92.54,4,Signature required
595df02e-b81e-4252-a9c6-c3623b79d494,CL7411,ADDR383,2025-07-05 06:57:14,784.77,141.26,926.03,Delivered,Bank Transfer,SHP616,DHL,TRK795481,33.34,5,Express delivery
630f8b47-2547-4451-8000-63a952bcd57d,CL3840,ADDR344,2024-08-19 06:57:14,458.18,82.47,540.65,Delivered,Bank Transfer,SHP887,DHL,TRK755178,37.52,3,Fragile
1d0380cd-e011-4cdb-90dd-96a1eb828f2c,CL6915,ADDR575,2025-01-06 06:57:14,694.63,125.03,819.66,Delivered,Cash,SHP246,FedEx,TRK901378,92.42,2,Fragile
ed9ea303-8596-4afa-a87b-e4d5ed57e2cd,CL4186,ADDR871,2025-05-22 06:57:14,887.59,159.77,1047.36,Delivered,Bank Transfer,SHP475,USPS,TRK754487,65.71,5,Signature required
d7dce9d5-27de-42b4-900f-5c2f5850229f,CL6102,ADDR267,2024-12-01 06:57:14,924.33,166.38,1090.71,Processing,Bank Transfer,SHP212,DHL,TRK388869,82.10,5,Leave at front door
a9d86301-637b-4d24-b917-f5d50996d321,CL9577,ADDR810,2025-03-15 06:57:14,636.53,114.58,751.11,Delivered,Credit Card,SHP183,FedEx,TRK213632,81.57,4,Leave at front door
c991aeea-d85e-4cb6-8685-4b3cd5995085,CL2844,ADDR483,2025-05-26 06:57:14,197.27,35.51,232.78,Cancelled,Cash,SHP513,FedEx,TRK963459,57.56,2,Fragile
054c95a3-3e0f-4ac3-8d14-d304543ae7bb,CL9088,ADDR778,2024-10-14 06:57:14,903.27,162.59,1065.86,Processing,Cash,SHP914,FedEx,TRK289718,50.34,2,Express delivery
b5296b1e-b219-47dd-9e87-558ed57fb098,CL9380,ADDR660,2025-06-09 06:57:14,386.51,69.57,456.08,Pending,Cash,SHP675,UPS,TRK337680,63.04,2,Signature required
0ae3f8c1-b6c6-41f0-a80f-cf0f066549bf,CL3220,ADDR516,2025-05-11 06:57:14,472.55,85.06,557.61,Processing,PayPal,SHP637,UPS,TRK840177,66.43,4,Fragile
3d6b2d76-3cce-44ad-abe6-a1dc280bb761,CL1100,ADDR538,2025-04-13 06:57:14,857.43,154.34,1011.77,Shipped,Bank Transfer,SHP516,USPS,TRK677149,42.06,1,Leave at front door
6922f922-ec70-4ca0-bf12-71af61b755ea,CL2487,ADDR147,2024-10-04 06:57:14,665.01,119.70,784.71,Processing,Credit Card,SHP163,USPS,TRK200137,67.57,3,Express delivery
49a22aa5-2250-4d1d-877a-e272d510acd1,CL7603,ADDR801,2025-06-29 06:57:14,629.32,113.28,742.60,Processing,Cash,SHP687,UPS,TRK240760,44.87,4,Fragile
51f1fcde-8014-448e-ab89-a59caf365c98,CL8915,ADDR881,2024-07-12 06:57:14,640.09,115.22,755.31,Shipped,PayPal,SHP820,USPS,TRK155646,23.50,2,Handle with care
9ae341e6-bc7b-4009-845a-a0956a1ddd8a,CL3414,ADDR815,2025-01-08 06:57:14,787.78,141.80,929.58,Processing,PayPal,SHP405,USPS,TRK190006,91.97,2,Signature required
86ad693a-69e7-4708-9e97-0d3338ad9f31,CL9048,ADDR588,2024-11-14 06:57:14,483.31,87.00,570.31,Delivered,Bank Transfer,SHP817,DHL,TRK197555,56.88,1,Leave at front door
0585d6df-5fe0-411b-9b8b-2da6e5a57fbe,CL2481,ADDR238,2025-01-01 06:57:14,254.98,45.90,300.88,Cancelled,Credit Card,SHP396,DHL,TRK456013,87.80,5,Fragile
2e3271d2-508d-4c68-b945-4c01b0bb869d,CL2775,ADDR883,2024-12-20 06:57:14,566.62,101.99,668.61,Pending,Cash,SHP106,DHL,TRK759070,38.10,2,Express delivery
578d3a1b-95bc-45fa-808d-94942c63e5eb,CL6909,ADDR934,2025-03-18 06:57:14,377.04,67.87,444.91,Pending,Cash,SHP348,UPS,TRK398813,16.49,3,Express delivery
bd7e1718-e897-439d-b438-b72bc84837a5,CL5168,ADDR153,2024-12-30 06:57:14,461.04,82.99,544.03,Cancelled,PayPal,SHP565,FedEx,TRK753603,14.79,4,Signature required
102d528d-de1b-41cf-9d4d-b2eaf357e5cf,CL9289,ADDR135,2025-02-21 06:57:14,494.00,88.92,582.92,Pending,Bank Transfer,SHP153,UPS,TRK634846,99.09,5,Express delivery
1b56e8d8-e950-49e4-a26e-77891b09a883,CL4384,ADDR327,2024-07-30 06:57:14,718.59,129.35,847.94,Shipped,Credit Card,SHP352,FedEx,TRK310946,52.72,2,Signature required
31164a37-0477-4426-92f5-6bd790d9b646,CL8577,ADDR798,2025-04-05 06:57:14,894.77,161.06,1055.83,Processing,Bank Transfer,SHP338,UPS,TRK922643,95.43,1,Signature required
dfe39959-c353-493e-a3ae-664bf8aef880,CL1948,ADDR168,2024-08-31 06:57:14,433.11,77.96,511.07,Cancelled,PayPal,SHP267,FedEx,TRK672571,25.67,5,Handle with care
5765a5dd-7525-4e35-88b3-d29497b6e919,CL8676,ADDR415,2024-07-24 06:57:14,707.08,127.27,834.35,Processing,PayPal,SHP903,UPS,TRK512839,38.86,1,Express delivery
fbb8f523-59b7-4662-b4e1-b98fac73ae11,CL8643,ADDR989,2024-11-09 06:57:14,897.00,161.46,1058.46,Cancelled,PayPal,SHP739,DHL,TRK951008,73.48,5,Signature required
7780dbb3-2ba6-4f66-a617-a981c6516742,CL8482,ADDR931,2025-04-20 06:57:14,768.69,138.36,907.05,Delivered,Cash,SHP633,UPS,TRK976488,40.09,5,Leave at front door
ef8fa856-78cc-4e17-8380-efc1c6964cfe,CL2903,ADDR498,2024-07-13 06:57:14,639.94,115.19,755.13,Shipped,Credit Card,SHP196,FedEx,TRK490544,26.35,4,Handle with care
60727e52-f153-45c2-8af2-f3a2ac5e51ec,CL3980,ADDR938,2024-10-25 06:57:14,332.88,59.92,392.80,Shipped,Cash,SHP578,USPS,TRK853186,77.29,1,Handle with care
45876202-01ef-4a6d-8b58-f98200257b06,CL3048,ADDR261,2024-10-13 06:57:14,744.13,133.94,878.07,Pending,Bank Transfer,SHP430,DHL,TRK291392,26.58,1,Handle with care
3b910019-80aa-4c85-98a0-3344fbc0ed73,CL3508,ADDR691,2024-07-14 06:57:14,174.38,31.39,205.77,Shipped,Bank Transfer,SHP657,USPS,TRK408076,98.45,1,Signature required
39794ce3-b89f-4ab2-9f08-fd50dc4b90e9,CL6500,ADDR354,2024-09-10 06:57:14,204.41,36.79,241.20,Shipped,PayPal,SHP787,USPS,TRK925358,53.78,1,Express delivery
bc66622e-9cb8-4354-9dd3-19acbb9b3dc9,CL1742,ADDR740,2024-07-12 06:57:14,139.31,25.08,164.39,Pending,Bank Transfer,SHP448,USPS,TRK552845,94.16,3,Signature required
2796b46d-efd3-4fe5-83a9-8560e2f3a37d,CL9041,ADDR617,2024-08-28 06:57:14,578.03,104.05,682.08,Shipped,Cash,SHP196,FedEx,TRK679744,50.46,1,Fragile
76c8362a-4916-42ae-819d-ef383932f6ef,CL5764,ADDR693,2024-08-05 06:57:14,978.80,176.18,1154.98,Delivered,PayPal,SHP594,UPS,TRK331570,10.49,2,Signature required
693b9055-a009-4cf3-aa89-6180b9a96514,CL6728,ADDR141,2025-01-21 06:57:14,190.62,34.31,224.93,Processing,Cash,SHP975,UPS,TRK889372,94.00,4,Fragile
f25c7689-4a42-49ea-ab03-cc5ea54fea28,CL3941,ADDR457,2025-01-15 06:57:14,658.51,118.53,777.04,Processing,Bank Transfer,SHP463,DHL,TRK826055,64.47,5,Express delivery
f902c7f0-8376-4b4c-b655-c2ec02c5a751,CL7228,ADDR312,2024-12-29 06:57:14,311.39,56.05,367.44,Pending,Credit Card,SHP553,FedEx,TRK178467,91.33,1,Signature required
a091f74e-7ae5-475f-a69d-615437a02fb1,CL8418,ADDR930,2024-09-30 06:57:14,687.18,123.69,810.87,Shipped,PayPal,SHP870,FedEx,TRK938559,35.29,3,Fragile
f9b738c1-f064-48df-a5fb-7c624959632b,CL2766,ADDR535,2025-06-10 06:57:14,721.03,129.79,850.82,Shipped,Cash,SHP852,UPS,TRK697703,83.70,4,Fragile
71811799-8f81-4068-9b66-5d62ff4741e7,CL9659,ADDR892,2025-05-31 06:57:14,595.09,107.12,702.21,Shipped,Cash,SHP447,DHL,TRK429043,39.11,1,Express delivery
fd89bb1b-5dca-4d1d-a887-b99f4a3a57ac,CL9870,ADDR187,2024-10-03 06:57:14,725.34,130.56,855.90,Cancelled,Credit Card,SHP960,USPS,TRK736267,44.50,3,Express delivery
7c5e6b4d-478a-45f2-a1c8-5e71754499c6,CL3682,ADDR543,2024-11-04 06:57:14,133.01,23.94,156.95,Pending,Bank Transfer,SHP532,USPS,TRK796604,87.74,1,Fragile
6430615e-d002-4b68-b04f-0e3277971a6e,CL3423,ADDR117,2025-04-24 06:57:14,449.19,80.85,530.04,Pending,Credit Card,SHP182,UPS,TRK188938,15.94,1,Express delivery
46c9a98a-5b68-4b50-b30e-09a7ce90e4e6,CL2843,ADDR480,2024-10-22 06:57:14,369.29,66.47,435.76,Processing,Bank Transfer,SHP283,DHL,TRK950350,29.10,4,Signature required
394e0b7a-4fa0-4d2f-b9aa-e23c82444d8e,CL5614,ADDR274,2025-06-11 06:57:14,254.38,45.79,300.17,Pending,Cash,SHP118,UPS,TRK756222,51.94,4,Express delivery
ad7a4991-7bfb-484d-b818-e26e256db9fd,CL8836,ADDR963,2024-08-13 06:57:14,665.64,119.82,785.46,Shipped,Bank Transfer,SHP357,USPS,TRK350678,72.16,4,Leave at front door
7c67304f-59e8-461f-937f-39978f1b5ca0,CL4994,ADDR657,2024-08-24 06:57:14,833.91,150.10,984.01,Shipped,PayPal,SHP876,DHL,TRK344581,20.27,4,Express delivery
e997d585-063b-4f1c-b616-658dc7f7986f,CL2766,ADDR771,2025-06-25 06:57:14,608.84,109.59,718.43,Processing,PayPal,SHP398,FedEx,TRK800058,31.24,1,Fragile
138bd635-ddd9-46b3-a267-2d8c035deac2,CL8588,ADDR168,2025-02-04 06:57:14,870.27,156.65,1026.92,Delivered,Bank Transfer,SHP736,USPS,TRK563388,83.94,5,Leave at front door
