envio_id,pedido_id,fecha_envio,fecha_entrega_estimada,transportista,numero_seguimiento,costo_envio,estado_id,notas
576,1224,2023-08-30 02:41:41,2023-09-09 02:41:41,DHL,TRACK0576,29.87,2,Nota 576
577,1709,2023-01-16 22:45:52,2023-01-24 22:45:52,Correos,TRACK0577,96.09,2,Nota 577
578,756,2023-08-06 16:13:06,2023-08-08 16:13:06,UPS,TRACK0578,44.84,1,Nota 578
579,1507,2023-01-22 18:41:44,2023-01-31 18:41:44,UPS,TRACK0579,15.6,4,Nota 579
580,2010,2024-02-13 22:40:41,2024-02-15 22:40:41,FedEx,TRACK0580,22.9,2,Nota 580
581,1735,2025-12-21 07:31:42,2025-12-31 07:31:42,FedEx,TRACK0581,22.13,1,Nota 581
582,1349,2024-10-24 03:30:10,2024-10-28 03:30:10,FedEx,TRACK0582,25.13,4,Nota 582
583,2107,2025-03-18 03:27:28,2025-03-21 03:27:28,UPS,TRACK0583,51.97,4,Nota 583
584,2788,2024-01-05 11:22:11,2024-01-13 11:22:11,DHL,TRACK0584,59.66,3,Nota 584
585,1918,2023-08-13 02:15:11,2023-08-14 02:15:11,UPS,TRACK0585,42.95,3,Nota 585
586,2019,2024-04-28 23:47:18,2024-04-30 23:47:18,DHL,TRACK0586,76.43,2,Nota 586
587,1304,2023-12-07 23:36:38,2023-12-12 23:36:38,UPS,TRACK0587,17.62,2,Nota 587
588,2145,2025-02-01 06:18:11,2025-02-11 06:18:11,FedEx,TRACK0588,69.98,2,Nota 588
589,30,2025-11-19 19:13:37,2025-11-24 19:13:37,DHL,TRACK0589,99.2,5,Nota 589
590,2032,2025-08-18 01:08:18,2025-08-20 01:08:18,DHL,TRACK0590,65.57,3,Nota 590
591,340,2024-03-16 02:16:58,2024-03-19 02:16:58,FedEx,TRACK0591,6.36,4,Nota 591
592,771,2024-04-15 17:00:53,2024-04-23 17:00:53,DHL,TRACK0592,18.97,5,Nota 592
593,1368,2025-12-22 12:37:45,2025-12-25 12:37:45,Correos,TRACK0593,71.14,3,Nota 593
594,2448,2024-06-26 03:49:44,2024-06-29 03:49:44,DHL,TRACK0594,12.89,3,Nota 594
595,2201,2023-02-16 06:33:24,2023-02-21 06:33:24,DHL,TRACK0595,36.75,1,Nota 595
596,13,2024-09-12 12:11:14,2024-09-14 12:11:14,UPS,TRACK0596,61.42,1,Nota 596
597,603,2025-11-08 23:23:48,2025-11-09 23:23:48,Correos,TRACK0597,32.13,2,Nota 597
598,2867,2024-07-22 04:41:47,2024-07-25 04:41:47,Correos,TRACK0598,53.95,4,Nota 598
599,2066,2025-09-08 06:23:59,2025-09-18 06:23:59,Correos,TRACK0599,60.15,3,Nota 599
600,592,2025-04-16 12:36:07,2025-04-24 12:36:07,UPS,TRACK0600,18.24,2,Nota 600
601,1175,2024-09-29 07:22:36,2024-10-02 07:22:36,Correos,TRACK0601,33.48,3,Nota 601
602,322,2023-09-05 09:09:48,2023-09-15 09:09:48,UPS,TRACK0602,85.43,4,Nota 602
603,1399,2025-02-08 02:02:19,2025-02-09 02:02:19,FedEx,TRACK0603,52.77,1,Nota 603
604,965,2024-03-22 06:32:23,2024-03-30 06:32:23,FedEx,TRACK0604,19.53,3,Nota 604
605,1606,2024-05-20 09:24:10,2024-05-25 09:24:10,DHL,TRACK0605,15.73,4,Nota 605
606,1722,2024-08-13 20:39:22,2024-08-19 20:39:22,FedEx,TRACK0606,42.13,2,Nota 606
607,423,2025-05-11 12:34:14,2025-05-14 12:34:14,UPS,TRACK0607,88.59,2,Nota 607
608,2591,2023-11-07 04:39:30,2023-11-08 04:39:30,DHL,TRACK0608,50.15,4,Nota 608
609,2431,2023-10-31 10:29:22,2023-11-03 10:29:22,UPS,TRACK0609,80.44,3,Nota 609
610,447,2025-03-01 11:36:17,2025-03-05 11:36:17,FedEx,TRACK0610,44.76,5,Nota 610
611,2121,2023-03-02 22:41:04,2023-03-05 22:41:04,Correos,TRACK0611,16.41,4,Nota 611
612,2691,2025-01-21 05:14:13,2025-01-24 05:14:13,FedEx,TRACK0612,56.27,4,Nota 612
613,2679,2025-10-03 03:20:39,2025-10-09 03:20:39,DHL,TRACK0613,38.43,2,Nota 613
614,1688,2025-07-24 17:41:26,2025-07-30 17:41:26,Correos,TRACK0614,78.44,1,Nota 614
615,2387,2025-02-05 07:31:41,2025-02-08 07:31:41,UPS,TRACK0615,24.92,4,Nota 615
616,1926,2023-04-07 03:47:26,2023-04-10 03:47:26,FedEx,TRACK0616,5.37,4,Nota 616
617,1016,2023-03-06 02:23:24,2023-03-13 02:23:24,FedEx,TRACK0617,19.09,3,Nota 617
618,886,2024-02-25 13:29:50,2024-02-29 13:29:50,Correos,TRACK0618,81.49,4,Nota 618
619,377,2024-10-10 08:42:48,2024-10-13 08:42:48,DHL,TRACK0619,14.01,3,Nota 619
620,606,2024-05-21 08:06:44,2024-05-29 08:06:44,FedEx,TRACK0620,18.17,5,Nota 620
621,1005,2024-07-17 19:09:16,2024-07-21 19:09:16,FedEx,TRACK0621,93.58,3,Nota 621
622,1806,2024-02-13 13:48:17,2024-02-21 13:48:17,FedEx,TRACK0622,18.04,5,Nota 622
623,540,2023-11-18 03:31:36,2023-11-20 03:31:36,DHL,TRACK0623,21.58,3,Nota 623
624,2592,2025-06-20 00:21:51,2025-06-27 00:21:51,UPS,TRACK0624,25.13,1,Nota 624
625,240,2024-02-14 02:48:08,2024-02-21 02:48:08,Correos,TRACK0625,59.53,5,Nota 625
626,172,2025-11-23 01:09:27,2025-11-29 01:09:27,FedEx,TRACK0626,8.93,2,Nota 626
627,1913,2024-10-24 15:40:54,2024-10-30 15:40:54,FedEx,TRACK0627,64.98,1,Nota 627
628,2570,2023-06-09 08:08:31,2023-06-13 08:08:31,Correos,TRACK0628,13.94,3,Nota 628
629,2101,2023-10-25 21:38:04,2023-10-31 21:38:04,FedEx,TRACK0629,76.11,3,Nota 629
630,2922,2025-05-13 23:45:33,2025-05-21 23:45:33,Correos,TRACK0630,57.42,4,Nota 630
631,2095,2025-05-23 18:17:06,2025-05-30 18:17:06,UPS,TRACK0631,20.21,4,Nota 631
632,962,2025-12-04 14:02:56,2025-12-05 14:02:56,Correos,TRACK0632,51.85,4,Nota 632
633,1525,2025-07-01 01:20:15,2025-07-04 01:20:15,UPS,TRACK0633,72.62,5,Nota 633
634,49,2024-08-07 21:17:16,2024-08-12 21:17:16,FedEx,TRACK0634,60.11,1,Nota 634
635,699,2025-08-04 16:58:55,2025-08-05 16:58:55,FedEx,TRACK0635,21.84,2,Nota 635
636,2756,2025-07-07 12:03:55,2025-07-11 12:03:55,Correos,TRACK0636,76.89,5,Nota 636
637,510,2023-01-07 05:39:06,2023-01-10 05:39:06,UPS,TRACK0637,77.57,2,Nota 637
638,820,2024-04-26 16:59:05,2024-04-30 16:59:05,UPS,TRACK0638,66.42,5,Nota 638
639,693,2023-11-27 19:50:57,2023-11-30 19:50:57,DHL,TRACK0639,56.87,3,Nota 639
640,1153,2024-06-22 17:01:10,2024-06-30 17:01:10,UPS,TRACK0640,17.83,2,Nota 640
641,2670,2025-09-29 04:14:26,2025-10-06 04:14:26,Correos,TRACK0641,69.08,1,Nota 641
642,2637,2023-09-30 06:26:02,2023-10-04 06:26:02,DHL,TRACK0642,74.06,4,Nota 642
643,1691,2025-02-21 06:15:18,2025-02-27 06:15:18,UPS,TRACK0643,96.76,1,Nota 643
644,2291,2025-09-04 05:05:28,2025-09-13 05:05:28,Correos,TRACK0644,43.36,2,Nota 644
645,921,2023-06-09 12:46:09,2023-06-19 12:46:09,UPS,TRACK0645,57.5,4,Nota 645
646,365,2024-02-28 03:50:40,2024-03-06 03:50:40,Correos,TRACK0646,82.69,2,Nota 646
647,1260,2023-12-04 11:50:57,2023-12-05 11:50:57,FedEx,TRACK0647,42.59,5,Nota 647
648,107,2024-12-28 07:02:19,2024-12-30 07:02:19,FedEx,TRACK0648,59.59,1,Nota 648
649,1662,2024-04-08 14:11:37,2024-04-14 14:11:37,FedEx,TRACK0649,62.1,5,Nota 649
650,2426,2024-02-16 08:47:50,2024-02-22 08:47:50,UPS,TRACK0650,50.53,1,Nota 650
651,1256,2023-01-22 08:19:04,2023-01-23 08:19:04,DHL,TRACK0651,52.82,5,Nota 651
652,226,2023-11-12 19:53:18,2023-11-13 19:53:18,UPS,TRACK0652,45.19,4,Nota 652
653,2332,2023-09-04 13:09:16,2023-09-11 13:09:16,Correos,TRACK0653,99.22,2,Nota 653
654,416,2025-05-10 23:59:03,2025-05-14 23:59:03,DHL,TRACK0654,97.85,2,Nota 654
655,1863,2025-08-21 06:29:40,2025-08-28 06:29:40,Correos,TRACK0655,81.41,5,Nota 655
656,570,2025-10-23 10:03:38,2025-11-02 10:03:38,Correos,TRACK0656,38.96,2,Nota 656
657,2173,2023-08-02 20:17:51,2023-08-06 20:17:51,DHL,TRACK0657,47.92,1,Nota 657
658,2600,2023-01-25 19:27:23,2023-01-28 19:27:23,Correos,TRACK0658,78.97,5,Nota 658
659,2254,2023-08-28 21:03:55,2023-09-01 21:03:55,FedEx,TRACK0659,66.15,1,Nota 659
660,767,2025-08-03 15:31:27,2025-08-08 15:31:27,DHL,TRACK0660,35.43,2,Nota 660
661,1004,2023-01-12 20:40:05,2023-01-21 20:40:05,DHL,TRACK0661,43.22,4,Nota 661
662,1266,2024-07-18 18:06:24,2024-07-25 18:06:24,FedEx,TRACK0662,57.21,4,Nota 662
663,2039,2025-07-22 10:20:35,2025-07-28 10:20:35,Correos,TRACK0663,31.42,5,Nota 663
664,191,2023-05-18 15:01:33,2023-05-22 15:01:33,DHL,TRACK0664,72.59,3,Nota 664
665,832,2025-08-17 12:00:53,2025-08-27 12:00:53,DHL,TRACK0665,53.7,5,Nota 665
666,2684,2023-06-10 22:50:00,2023-06-15 22:50:00,UPS,TRACK0666,36.76,5,Nota 666
667,1460,2023-04-07 22:47:34,2023-04-11 22:47:34,FedEx,TRACK0667,89.83,2,Nota 667
668,1822,2025-04-17 05:35:26,2025-04-20 05:35:26,FedEx,TRACK0668,7.58,5,Nota 668
669,306,2024-09-09 18:12:23,2024-09-19 18:12:23,FedEx,TRACK0669,24.25,3,Nota 669
670,1299,2024-01-23 11:57:19,2024-01-25 11:57:19,DHL,TRACK0670,39.24,5,Nota 670
671,1879,2025-06-15 01:15:25,2025-06-17 01:15:25,FedEx,TRACK0671,78.7,2,Nota 671
672,1311,2024-04-15 05:15:28,2024-04-18 05:15:28,UPS,TRACK0672,27.81,2,Nota 672
673,1021,2023-10-26 12:14:17,2023-10-31 12:14:17,UPS,TRACK0673,18.63,5,Nota 673
674,2459,2025-08-05 02:34:31,2025-08-15 02:34:31,DHL,TRACK0674,24.75,3,Nota 674
675,1396,2025-12-07 19:56:21,2025-12-14 19:56:21,UPS,TRACK0675,75.81,1,Nota 675
676,1194,2025-10-01 17:18:50,2025-10-07 17:18:50,FedEx,TRACK0676,40.01,2,Nota 676
677,557,2024-12-24 17:27:30,2024-12-25 17:27:30,DHL,TRACK0677,70.34,5,Nota 677
678,1520,2024-09-24 09:28:51,2024-09-30 09:28:51,DHL,TRACK0678,96.27,5,Nota 678
679,2848,2024-05-06 05:36:39,2024-05-13 05:36:39,Correos,TRACK0679,65.31,5,Nota 679
680,1007,2025-02-12 17:30:38,2025-02-18 17:30:38,Correos,TRACK0680,28.37,1,Nota 680
681,542,2025-10-03 08:47:34,2025-10-07 08:47:34,FedEx,TRACK0681,63.74,2,Nota 681
682,1133,2024-01-25 13:08:24,2024-01-28 13:08:24,FedEx,TRACK0682,57.31,3,Nota 682
683,1346,2023-07-24 14:12:05,2023-07-25 14:12:05,DHL,TRACK0683,11.66,2,Nota 683
684,104,2023-10-24 13:24:31,2023-10-29 13:24:31,FedEx,TRACK0684,24.89,4,Nota 684
685,1698,2023-09-13 04:16:30,2023-09-22 04:16:30,Correos,TRACK0685,9.74,3,Nota 685
686,2429,2023-07-20 07:25:05,2023-07-22 07:25:05,UPS,TRACK0686,72.38,2,Nota 686
687,1840,2023-06-01 14:25:07,2023-06-07 14:25:07,DHL,TRACK0687,91.0,4,Nota 687
688,1008,2023-09-05 08:10:33,2023-09-08 08:10:33,UPS,TRACK0688,81.02,5,Nota 688
689,1070,2024-06-13 05:30:49,2024-06-20 05:30:49,DHL,TRACK0689,26.36,1,Nota 689
690,1839,2025-08-22 10:14:39,2025-08-29 10:14:39,Correos,TRACK0690,67.89,4,Nota 690
691,2562,2025-10-07 18:52:03,2025-10-09 18:52:03,Correos,TRACK0691,92.76,5,Nota 691
692,1188,2024-01-23 09:11:25,2024-01-24 09:11:25,Correos,TRACK0692,61.4,4,Nota 692
693,1784,2023-02-17 07:29:09,2023-02-21 07:29:09,DHL,TRACK0693,30.83,3,Nota 693
694,2290,2024-01-03 03:59:24,2024-01-07 03:59:24,DHL,TRACK0694,62.62,2,Nota 694
695,1204,2024-01-24 04:29:27,2024-01-30 04:29:27,DHL,TRACK0695,38.41,3,Nota 695
696,1782,2025-11-23 18:37:34,2025-11-26 18:37:34,FedEx,TRACK0696,76.33,2,Nota 696
697,621,2024-10-01 09:02:51,2024-10-11 09:02:51,FedEx,TRACK0697,12.94,4,Nota 697
698,631,2023-12-09 19:52:14,2023-12-14 19:52:14,Correos,TRACK0698,30.48,2,Nota 698
699,1861,2023-11-02 00:44:03,2023-11-12 00:44:03,DHL,TRACK0699,54.98,2,Nota 699
700,1809,2024-10-27 05:16:22,2024-10-29 05:16:22,FedEx,TRACK0700,9.29,1,Nota 700
701,2264,2023-04-12 16:59:12,2023-04-13 16:59:12,DHL,TRACK0701,38.28,4,Nota 701
702,1153,2023-03-29 17:16:03,2023-04-04 17:16:03,DHL,TRACK0702,96.6,2,Nota 702
703,141,2024-12-04 14:22:01,2024-12-08 14:22:01,Correos,TRACK0703,42.58,3,Nota 703
704,2562,2023-07-27 20:59:29,2023-08-04 20:59:29,Correos,TRACK0704,14.86,4,Nota 704
705,1191,2024-10-21 00:27:32,2024-10-25 00:27:32,UPS,TRACK0705,79.51,3,Nota 705
706,2682,2023-06-12 09:16:55,2023-06-13 09:16:55,DHL,TRACK0706,74.6,2,Nota 706
707,1731,2023-11-15 22:27:37,2023-11-19 22:27:37,DHL,TRACK0707,27.44,2,Nota 707
708,721,2024-07-15 08:13:12,2024-07-19 08:13:12,DHL,TRACK0708,31.26,4,Nota 708
709,1749,2025-02-18 08:10:21,2025-02-27 08:10:21,FedEx,TRACK0709,47.58,4,Nota 709
710,850,2025-12-06 01:05:52,2025-12-15 01:05:52,Correos,TRACK0710,26.09,3,Nota 710
711,2865,2025-01-02 16:47:54,2025-01-06 16:47:54,DHL,TRACK0711,66.72,4,Nota 711
712,471,2024-09-08 09:19:48,2024-09-18 09:19:48,Correos,TRACK0712,99.74,2,Nota 712
713,952,2023-01-15 07:02:04,2023-01-23 07:02:04,DHL,TRACK0713,51.36,4,Nota 713
714,2889,2023-06-25 12:47:37,2023-07-03 12:47:37,UPS,TRACK0714,49.75,3,Nota 714
715,835,2024-07-16 08:21:11,2024-07-26 08:21:11,UPS,TRACK0715,7.09,4,Nota 715
716,2789,2024-03-28 09:40:35,2024-04-04 09:40:35,DHL,TRACK0716,88.06,4,Nota 716
717,405,2025-08-21 08:14:22,2025-08-23 08:14:22,Correos,TRACK0717,19.41,2,Nota 717
718,434,2024-05-11 19:46:50,2024-05-18 19:46:50,DHL,TRACK0718,5.86,5,Nota 718
719,1971,2023-01-19 07:50:01,2023-01-22 07:50:01,UPS,TRACK0719,22.59,4,Nota 719
720,1832,2023-03-23 15:22:30,2023-03-28 15:22:30,UPS,TRACK0720,90.68,1,Nota 720
721,1498,2025-12-28 23:27:53,2026-01-01 23:27:53,Correos,TRACK0721,83.24,1,Nota 721
722,1266,2024-06-10 10:22:22,2024-06-13 10:22:22,FedEx,TRACK0722,57.85,4,Nota 722
723,834,2025-06-03 23:33:16,2025-06-07 23:33:16,Correos,TRACK0723,29.12,3,Nota 723
724,1162,2024-12-04 10:20:49,2024-12-13 10:20:49,DHL,TRACK0724,14.37,3,Nota 724
725,196,2024-09-24 11:47:45,2024-09-26 11:47:45,DHL,TRACK0725,9.36,5,Nota 725
726,2266,2023-06-16 16:28:55,2023-06-26 16:28:55,FedEx,TRACK0726,61.9,2,Nota 726
727,1709,2025-08-18 03:52:16,2025-08-25 03:52:16,DHL,TRACK0727,38.79,4,Nota 727
728,1652,2024-05-08 18:32:00,2024-05-18 18:32:00,Correos,TRACK0728,27.96,1,Nota 728
729,1217,2024-10-08 16:16:07,2024-10-18 16:16:07,UPS,TRACK0729,38.76,4,Nota 729
730,642,2023-05-01 05:07:10,2023-05-02 05:07:10,DHL,TRACK0730,78.05,3,Nota 730
731,1098,2024-10-17 16:48:36,2024-10-26 16:48:36,UPS,TRACK0731,38.93,4,Nota 731
732,1719,2024-11-19 20:12:24,2024-11-25 20:12:24,UPS,TRACK0732,78.72,5,Nota 732
733,1774,2025-11-27 21:42:32,2025-12-04 21:42:32,DHL,TRACK0733,18.02,1,Nota 733
734,527,2024-11-16 11:23:17,2024-11-23 11:23:17,FedEx,TRACK0734,40.09,3,Nota 734
735,2917,2024-05-29 02:17:53,2024-06-06 02:17:53,UPS,TRACK0735,84.69,3,Nota 735
736,1050,2025-09-22 19:57:52,2025-10-01 19:57:52,DHL,TRACK0736,71.91,1,Nota 736
737,1787,2024-11-29 13:26:59,2024-12-01 13:26:59,DHL,TRACK0737,85.61,5,Nota 737
738,2105,2025-12-02 09:15:18,2025-12-06 09:15:18,Correos,TRACK0738,6.9,4,Nota 738
739,1342,2023-07-14 17:10:03,2023-07-23 17:10:03,FedEx,TRACK0739,13.93,1,Nota 739
740,2884,2024-09-07 21:43:30,2024-09-15 21:43:30,UPS,TRACK0740,9.36,5,Nota 740
741,425,2025-06-06 21:14:50,2025-06-16 21:14:50,Correos,TRACK0741,79.14,1,Nota 741
742,431,2024-06-15 06:26:43,2024-06-16 06:26:43,DHL,TRACK0742,62.87,5,Nota 742
743,1826,2025-01-01 06:38:12,2025-01-02 06:38:12,UPS,TRACK0743,46.23,2,Nota 743
744,2208,2025-04-13 01:41:16,2025-04-22 01:41:16,Correos,TRACK0744,36.37,3,Nota 744
745,1925,2025-11-22 10:21:12,2025-11-24 10:21:12,FedEx,TRACK0745,88.73,4,Nota 745
746,1529,2023-01-01 19:01:23,2023-01-03 19:01:23,Correos,TRACK0746,32.75,5,Nota 746
747,1193,2023-10-14 04:05:52,2023-10-22 04:05:52,DHL,TRACK0747,92.08,3,Nota 747
748,2011,2025-03-18 07:18:37,2025-03-21 07:18:37,Correos,TRACK0748,33.98,4,Nota 748
749,367,2023-08-12 09:05:43,2023-08-14 09:05:43,FedEx,TRACK0749,78.14,3,Nota 749
750,2622,2024-06-26 02:28:56,2024-07-03 02:28:56,UPS,TRACK0750,43.8,3,Nota 750
751,336,2024-01-09 14:12:20,2024-01-14 14:12:20,UPS,TRACK0751,57.86,3,Nota 751
752,599,2023-03-03 08:00:24,2023-03-10 08:00:24,DHL,TRACK0752,33.35,4,Nota 752
753,2316,2023-11-15 16:45:20,2023-11-23 16:45:20,Correos,TRACK0753,58.56,1,Nota 753
754,2978,2023-07-22 13:28:50,2023-07-29 13:28:50,UPS,TRACK0754,20.73,3,Nota 754
755,655,2025-01-28 22:37:45,2025-01-31 22:37:45,FedEx,TRACK0755,34.7,1,Nota 755
756,2150,2025-12-19 09:25:15,2025-12-25 09:25:15,Correos,TRACK0756,26.99,5,Nota 756
757,2469,2024-09-07 05:06:47,2024-09-13 05:06:47,DHL,TRACK0757,27.45,3,Nota 757
758,2402,2023-01-20 20:02:39,2023-01-28 20:02:39,DHL,TRACK0758,26.21,2,Nota 758
759,2621,2023-10-05 10:27:49,2023-10-15 10:27:49,FedEx,TRACK0759,7.24,2,Nota 759
760,943,2024-09-26 10:53:19,2024-10-03 10:53:19,FedEx,TRACK0760,23.26,3,Nota 760
761,1868,2024-10-04 16:19:58,2024-10-11 16:19:58,UPS,TRACK0761,33.89,1,Nota 761
762,2214,2025-05-20 06:45:31,2025-05-23 06:45:31,Correos,TRACK0762,70.6,1,Nota 762
763,637,2024-06-27 20:23:43,2024-07-02 20:23:43,UPS,TRACK0763,97.21,5,Nota 763
764,2635,2023-04-16 23:15:22,2023-04-26 23:15:22,DHL,TRACK0764,71.63,5,Nota 764
765,1329,2025-07-19 11:53:39,2025-07-28 11:53:39,FedEx,TRACK0765,94.22,4,Nota 765
766,1054,2023-11-08 07:54:08,2023-11-12 07:54:08,FedEx,TRACK0766,55.89,2,Nota 766
767,1771,2023-04-18 03:30:16,2023-04-23 03:30:16,Correos,TRACK0767,78.26,2,Nota 767
768,332,2025-11-16 19:22:47,2025-11-17 19:22:47,FedEx,TRACK0768,13.61,5,Nota 768
769,1441,2025-10-03 17:59:11,2025-10-10 17:59:11,UPS,TRACK0769,6.96,1,Nota 769
770,10,2024-06-16 03:00:16,2024-06-23 03:00:16,DHL,TRACK0770,37.8,1,Nota 770
771,2413,2023-07-09 04:31:01,2023-07-18 04:31:01,Correos,TRACK0771,64.79,3,Nota 771
772,547,2023-09-25 05:30:12,2023-09-27 05:30:12,FedEx,TRACK0772,35.66,5,Nota 772
773,565,2024-11-16 11:07:39,2024-11-19 11:07:39,FedEx,TRACK0773,74.98,4,Nota 773
774,2980,2025-07-24 21:24:01,2025-07-29 21:24:01,UPS,TRACK0774,58.93,3,Nota 774
775,492,2025-06-08 16:54:35,2025-06-15 16:54:35,UPS,TRACK0775,74.0,5,Nota 775
776,1315,2025-09-22 18:11:58,2025-10-02 18:11:58,FedEx,TRACK0776,96.83,4,Nota 776
777,141,2024-10-16 20:27:46,2024-10-24 20:27:46,DHL,TRACK0777,36.05,3,Nota 777
778,2976,2023-10-18 11:46:05,2023-10-24 11:46:05,Correos,TRACK0778,49.63,2,Nota 778
779,1449,2025-11-02 21:28:06,2025-11-08 21:28:06,FedEx,TRACK0779,68.7,4,Nota 779
780,2436,2023-10-08 00:24:55,2023-10-13 00:24:55,DHL,TRACK0780,66.49,2,Nota 780
781,1508,2024-05-18 19:51:45,2024-05-22 19:51:45,FedEx,TRACK0781,20.95,4,Nota 781
782,2867,2023-07-27 08:31:56,2023-07-30 08:31:56,FedEx,TRACK0782,93.11,1,Nota 782
783,1107,2024-01-15 08:41:09,2024-01-21 08:41:09,FedEx,TRACK0783,65.26,4,Nota 783
784,1088,2025-06-12 22:32:11,2025-06-18 22:32:11,UPS,TRACK0784,50.44,2,Nota 784
785,2218,2023-02-22 03:15:35,2023-02-27 03:15:35,UPS,TRACK0785,47.36,3,Nota 785
786,2181,2024-12-25 22:26:25,2025-01-04 22:26:25,DHL,TRACK0786,19.13,4,Nota 786
787,2719,2024-08-20 20:18:25,2024-08-25 20:18:25,Correos,TRACK0787,75.23,3,Nota 787
788,2326,2023-10-05 10:25:16,2023-10-12 10:25:16,FedEx,TRACK0788,30.87,3,Nota 788
789,2335,2024-12-31 02:02:16,2025-01-07 02:02:16,DHL,TRACK0789,10.64,2,Nota 789
790,1936,2023-01-14 13:31:23,2023-01-17 13:31:23,Correos,TRACK0790,27.72,5,Nota 790
791,664,2025-05-09 03:05:16,2025-05-14 03:05:16,UPS,TRACK0791,11.15,2,Nota 791
792,1246,2023-01-10 12:28:43,2023-01-15 12:28:43,Correos,TRACK0792,30.7,5,Nota 792
793,340,2024-07-23 00:28:43,2024-08-02 00:28:43,Correos,TRACK0793,53.75,2,Nota 793
794,835,2023-03-28 11:30:34,2023-03-29 11:30:34,Correos,TRACK0794,28.69,2,Nota 794
795,509,2024-09-16 16:38:38,2024-09-25 16:38:38,DHL,TRACK0795,68.13,5,Nota 795
796,989,2025-11-14 02:25:06,2025-11-16 02:25:06,Correos,TRACK0796,96.53,4,Nota 796
797,3000,2024-04-30 21:15:06,2024-05-02 21:15:06,UPS,TRACK0797,17.3,4,Nota 797
798,2,2025-12-04 05:34:50,2025-12-08 05:34:50,DHL,TRACK0798,46.56,5,Nota 798
799,1138,2024-12-24 06:44:09,2024-12-25 06:44:09,FedEx,TRACK0799,64.28,2,Nota 799
800,1659,2024-05-16 21:55:48,2024-05-19 21:55:48,Correos,TRACK0800,35.93,1,Nota 800
801,503,2023-10-13 02:12:05,2023-10-20 02:12:05,UPS,TRACK0801,84.37,4,Nota 801
802,2184,2024-07-28 03:50:28,2024-08-06 03:50:28,Correos,TRACK0802,68.47,2,Nota 802
803,575,2025-05-05 15:26:22,2025-05-11 15:26:22,DHL,TRACK0803,13.35,5,Nota 803
804,936,2024-07-08 04:29:16,2024-07-17 04:29:16,UPS,TRACK0804,50.94,3,Nota 804
805,402,2025-01-10 23:40:00,2025-01-11 23:40:00,Correos,TRACK0805,7.67,4,Nota 805
806,1722,2025-02-07 22:25:51,2025-02-14 22:25:51,DHL,TRACK0806,81.72,4,Nota 806
807,2270,2024-08-29 04:59:02,2024-09-03 04:59:02,FedEx,TRACK0807,54.43,1,Nota 807
808,1530,2024-08-09 22:53:33,2024-08-19 22:53:33,UPS,TRACK0808,24.38,2,Nota 808
809,1702,2023-07-14 17:02:26,2023-07-19 17:02:26,UPS,TRACK0809,99.66,2,Nota 809
810,2742,2024-09-29 06:39:44,2024-10-01 06:39:44,UPS,TRACK0810,6.3,4,Nota 810
811,131,2023-03-10 15:04:33,2023-03-14 15:04:33,Correos,TRACK0811,24.02,2,Nota 811
812,513,2025-08-02 21:48:47,2025-08-06 21:48:47,FedEx,TRACK0812,45.15,2,Nota 812
813,2184,2024-07-19 17:34:51,2024-07-21 17:34:51,UPS,TRACK0813,55.44,3,Nota 813
814,2559,2023-01-01 18:20:30,2023-01-09 18:20:30,UPS,TRACK0814,83.17,4,Nota 814
815,436,2024-04-14 01:55:03,2024-04-21 01:55:03,DHL,TRACK0815,16.63,1,Nota 815
816,2231,2023-03-27 23:02:37,2023-04-01 23:02:37,DHL,TRACK0816,54.4,1,Nota 816
817,982,2025-04-06 02:31:34,2025-04-16 02:31:34,FedEx,TRACK0817,31.24,4,Nota 817
818,961,2025-12-10 22:10:32,2025-12-11 22:10:32,DHL,TRACK0818,13.58,1,Nota 818
819,539,2024-10-23 07:20:49,2024-10-28 07:20:49,Correos,TRACK0819,60.13,2,Nota 819
820,2975,2023-01-03 16:18:14,2023-01-06 16:18:14,Correos,TRACK0820,71.5,2,Nota 820
821,5,2024-08-05 20:39:45,2024-08-11 20:39:45,DHL,TRACK0821,62.89,4,Nota 821
822,1514,2025-04-30 04:46:22,2025-05-09 04:46:22,DHL,TRACK0822,41.69,3,Nota 822
823,1142,2023-03-22 01:12:11,2023-03-26 01:12:11,FedEx,TRACK0823,41.69,4,Nota 823
824,1615,2023-05-03 05:48:12,2023-05-11 05:48:12,DHL,TRACK0824,87.76,4,Nota 824
825,669,2024-02-23 10:29:12,2024-03-03 10:29:12,Correos,TRACK0825,78.63,5,Nota 825
826,1557,2023-09-19 16:22:54,2023-09-26 16:22:54,DHL,TRACK0826,53.08,5,Nota 826
827,870,2023-05-19 05:07:17,2023-05-20 05:07:17,UPS,TRACK0827,35.59,4,Nota 827
828,187,2024-05-18 14:55:19,2024-05-24 14:55:19,UPS,TRACK0828,31.97,4,Nota 828
829,1662,2023-08-04 05:41:05,2023-08-11 05:41:05,DHL,TRACK0829,94.32,1,Nota 829
830,2012,2025-06-28 18:02:53,2025-07-08 18:02:53,FedEx,TRACK0830,11.31,2,Nota 830
831,244,2023-05-07 04:52:18,2023-05-17 04:52:18,DHL,TRACK0831,49.2,5,Nota 831
832,2601,2024-06-10 00:37:29,2024-06-15 00:37:29,UPS,TRACK0832,31.12,2,Nota 832
833,625,2024-02-14 21:34:27,2024-02-16 21:34:27,Correos,TRACK0833,17.12,2,Nota 833
